Страна,Отрасль,Компания,document_id,COMP1,COMP2,COMP3,COMP4,COMP5,COMP6,COMP7,COMP8,COMP9,COMP10
Japan,Автопром,Honda Motor,jp_honda_motor,absent,absent,explicit_section,absent,brief_mention,absent,absent,absent,absent,absent
Japan,Автопром,Mitsubishi Motors,jp_mitsubishi_motors,absent,absent,brief_mention,absent,absent,absent,absent,absent,absent,absent
Japan,Автопром,Nissan Motor,jp_nissan_motor,absent,absent,explicit_section,absent,brief_mention,absent,absent,absent,absent,absent
Japan,Автопром,Suzuki Motor,jp_suzuki_motor,explicit_section,absent,brief_mention,absent,absent,absent,explicit_section,absent,absent,absent
Japan,Автопром,Toyota Motor,jp_toyota_motor,explicit_section,absent,explicit_section,absent,absent,absent,explicit_section,absent,absent,absent
